"Kelli Garner","Jack Davenport","Peter Coyote","Zachary Shedd",NULL,NULL,"Treasure Island","Sutro Films LLC",2015,"Americana","Zachary Shedd"
"Kelli Garner","Jack Davenport","Peter Coyote","Zachary Shedd",NULL,NULL,"The San Francisco School (300 Gavin St.)","Sutro Films LLC",2015,"Americana","Zachary Shedd"
"Kelli Garner","Jack Davenport","Peter Coyote","Zachary Shedd",NULL,NULL,"33 Spruce St","Sutro Films LLC",2015,"Americana","Zachary Shedd"
"Kelli Garner","Jack Davenport","Peter Coyote","Zachary Shedd",NULL,NULL,"Coi Restaurant (373 Broadway)","Sutro Films LLC",2015,"Americana","Zachary Shedd"
"Kelli Garner","Jack Davenport","Peter Coyote","Zachary Shedd",NULL,NULL,"Foreign Cinema (2534 Mission)","Sutro Films LLC",2015,"Americana","Zachary Shedd"
"Kelli Garner","Jack Davenport","Peter Coyote","Zachary Shedd",NULL,NULL,"Bernal Heights Park","Sutro Films LLC",2015,"Americana","Zachary Shedd"
"Kelli Garner","Jack Davenport","Peter Coyote","Zachary Shedd",NULL,NULL,"Jackson St. at Spruce","Sutro Films LLC",2015,"Americana","Zachary Shedd"
"Kelli Garner","Jack Davenport","Peter Coyote","Zachary Shedd",NULL,NULL,"679 Madrid St","Sutro Films LLC",2015,"Americana","Zachary Shedd"
"Kelli Garner","Jack Davenport","Peter Coyote","Zachary Shedd",NULL,NULL,"Roxie Theater (3117 16th St.)","Sutro Films LLC",2015,"Americana","Zachary Shedd"
"Kelli Garner","Jack Davenport","Peter Coyote","Zachary Shedd",NULL,NULL,"Variety Preview Room (582 Market St.)","Sutro Films LLC",2015,"Americana","Zachary Shedd"
"Kelli Garner","Jack Davenport","Peter Coyote","Zachary Shedd",NULL,NULL,"Laguna Honda Hospital; 375 Laguna Honda Blvd.","Sutro Films LLC",2015,"Americana","Zachary Shedd"
"Kelli Garner","Jack Davenport","Peter Coyote","Zachary Shedd",NULL,NULL,"3232 Jackson Ave.","Sutro Films LLC",2015,"Americana","Zachary Shedd"
"Kelli Garner","Jack Davenport","Peter Coyote","Zachary Shedd",NULL,NULL,"20th St and Illinois/Faxon St. and Kenwood/Glenbrook at Mt. Springs","Sutro Films LLC",2015,"Americana","Zachary Shedd"
"Michael Douglas","Paul Rudd",NULL,"Peyton Reed","Walt Disney Studios Motion Pictures","Aerial shots","Conzelman Rd at McCollough Rd and down Conzelman Rd.","PYM Particles Productions\, LLC",2015,"Ant-Man","Gabriel Ferrari "
"Michael Douglas","Paul Rudd",NULL,"Peyton Reed","Walt Disney Studios Motion Pictures",NULL,"Lombard at Hyde","PYM Particles Productions\, LLC",2015,"Ant-Man","Gabriel Ferrari "
"Michael Douglas","Paul Rudd",NULL,"Peyton Reed","Walt Disney Studios Motion Pictures",NULL,"601 Buena Vista Ave West at Java St.","PYM Particles Productions\, LLC",2015,"Ant-Man","Gabriel Ferrari "
"Michael Douglas","Paul Rudd",NULL,"Peyton Reed","Walt Disney Studios Motion Pictures",NULL,"420 Jones St. at Ellis St.","PYM Particles Productions\, LLC",2015,"Ant-Man","Gabriel Ferrari "
"Michael Douglas","Paul Rudd",NULL,"Peyton Reed","Walt Disney Studios Motion Pictures","Driving shots","Broadway between Powell and Davis","PYM Particles Productions\, LLC",2015,"Ant-Man","Gabriel Ferrari "
"Michael Douglas","Paul Rudd",NULL,"Peyton Reed","Walt Disney Studios Motion Pictures","Driving shots","Columbus between Bay and Washington","PYM Particles Productions\, LLC",2015,"Ant-Man","Gabriel Ferrari "
"Michael Douglas","Paul Rudd",NULL,"Peyton Reed","Walt Disney Studios Motion Pictures","Driving shots","Pine between Kearney and Davis","PYM Particles Productions\, LLC",2015,"Ant-Man","Gabriel Ferrari "
"Michael Douglas","Paul Rudd",NULL,"Peyton Reed","Walt Disney Studios Motion Pictures","Driving shots","Market between Stuart and Van Ness","PYM Particles Productions\, LLC",2015,"Ant-Man","Gabriel Ferrari "
"Michael Douglas","Paul Rudd",NULL,"Peyton Reed","Walt Disney Studios Motion Pictures","Driving shots","Grant between Bush and Broadway","PYM Particles Productions\, LLC",2015,"Ant-Man","Gabriel Ferrari "
"Michael Douglas","Paul Rudd",NULL,"Peyton Reed","Walt Disney Studios Motion Pictures","Driving shots","Intersection of Broadway at Kearney","PYM Particles Productions\, LLC",2015,"Ant-Man","Gabriel Ferrari "
"Michael Douglas","Paul Rudd",NULL,"Peyton Reed","Walt Disney Studios Motion Pictures","Driving shots","Intersection of California at Polk","PYM Particles Productions\, LLC",2015,"Ant-Man","Gabriel Ferrari "
"Michael Douglas","Paul Rudd",NULL,"Peyton Reed","Walt Disney Studios Motion Pictures","Aerial and exterior shots","Treasure Island\, Building #1\, Ave of the Palms","PYM Particles Productions\, LLC",2015,"Ant-Man","Gabriel Ferrari "
"Tara Reid",NULL,NULL,"John Jacobsen","Ardustry Home Entertainment","On Jan. 25\, 1878\, the King Philip ship crashed in Ocean Beach. Occasionally\, the ship's wreckage may be found on the beach-- most recently it was seen in 2007. ","Ocean Beach","Paradigm Studio",1998,"Around the Fire","John Comerford"
"David Miller",NULL,NULL,"John DeBello","NAI Entertainment","SF Cable Cars are the only moving National Historical Landmark.","Hyde Street Cable Car","Four Square Productions",1978,"Attack of the Killer Tomatoes","John DeBello"
"Michael Douglas","Sharon Stone","George Dzundza","Paul Verhoeven","TriStar Pictures",NULL,"Yerba Buena Center for the Arts","Carolco Pictures",1992,"Basic Instinct","Joe Eszterhas"
"Michael Douglas","Sharon Stone","George Dzundza","Paul Verhoeven","TriStar Pictures","Built in 1939\, the Terminal linked San Francisco\, the East Bay\, and Sacramento by rail for the first time.","Transbay Terminal (Mission Street at 1st Street)","Carolco Pictures",1992,"Basic Instinct","Joe Eszterhas"
"Michael Douglas","Sharon Stone","George Dzundza","Paul Verhoeven","TriStar Pictures",NULL,"Tosca Café (242 Columbus Avenue)","Carolco Pictures",1992,"Basic Instinct","Joe Eszterhas"
"Michael Douglas","Sharon Stone","George Dzundza","Paul Verhoeven","TriStar Pictures","The Steinhart Aquarium is home to over 38\,000 animals\, which represent more than 900 species. ","Steinhart Aquarium (California Academy of Sciences\, Golden Gate Park)","Carolco Pictures",1992,"Basic Instinct","Joe Eszterhas"
"Michael Douglas","Sharon Stone","George Dzundza","Paul Verhoeven","TriStar Pictures",NULL,"Raw Hide II (280 Seventh Street)","Carolco Pictures",1992,"Basic Instinct","Joe Eszterhas"
"Michael Douglas","Sharon Stone","George Dzundza","Paul Verhoeven","TriStar Pictures",NULL,"Pier 7 (The Embarcadero)","Carolco Pictures",1992,"Basic Instinct","Joe Eszterhas"
"Michael Douglas","Sharon Stone","George Dzundza","Paul Verhoeven","TriStar Pictures",NULL,"Kearney Street (Telegraph Hill)","Carolco Pictures",1992,"Basic Instinct","Joe Eszterhas"
"Michael Douglas","Sharon Stone","George Dzundza","Paul Verhoeven","TriStar Pictures",NULL,"Hall of Justice (850 Bryant Street)","Carolco Pictures",1992,"Basic Instinct","Joe Eszterhas"
"Michael Douglas","Sharon Stone","George Dzundza","Paul Verhoeven","TriStar Pictures",NULL,"2930 Vallejo Street","Carolco Pictures",1992,"Basic Instinct","Joe Eszterhas"
"Michael Douglas","Sharon Stone","George Dzundza","Paul Verhoeven","TriStar Pictures","First established in the mid-19th Century\, SF's Chinatown is the oldest and largest Chinatown in the US.","Chinatown","Carolco Pictures",1992,"Basic Instinct","Joe Eszterhas"
"Michael Douglas","Sharon Stone","George Dzundza","Paul Verhoeven","TriStar Pictures",NULL,"Gibb Street (Chinatown)","Carolco Pictures",1992,"Basic Instinct","Joe Eszterhas"
"Michael Douglas","Sharon Stone","George Dzundza","Paul Verhoeven","TriStar Pictures",NULL,"1158-70 Montgomery Street","Carolco Pictures",1992,"Basic Instinct","Joe Eszterhas"
"Michael Douglas","Sharon Stone","George Dzundza","Paul Verhoeven","TriStar Pictures",NULL,"2104 Broadway","Carolco Pictures",1992,"Basic Instinct","Joe Eszterhas"
"Brendan Fraser","Elizabeth Hurley",NULL,"Harold Ramis","Twentieth Century Fox Film Corp.",NULL,"1155 Filbert Street at Hyde","Twentieth Century Fox Film Corp.",2000,"Bedazzled","Harold Ramis"
"Brendan Fraser","Elizabeth Hurley",NULL,"Harold Ramis","Twentieth Century Fox Film Corp.",NULL,"Washington Square Park (Filbert\, between Stockton and Powell)","Twentieth Century Fox Film Corp.",2000,"Bedazzled","Harold Ramis"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"5546 Geary Ave","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Brendan Fraser","Elizabeth Hurley",NULL,"Harold Ramis","Twentieth Century Fox Film Corp.","Installed in 1975\, the Vaillancourt Fountain is officially titled\, \"Québec Libre!\". The night before the sculpture's inauguration\, artist Armand Vaillancourt inscribed \"Québec libre!\" in red letters on the sculpture. The next day when he noticed that the note had been erased\, Vaillancourt jumped on the statue to re-inscribe his message. ","Vaillancourt Fountain (Justin Herman Plaza)","Twentieth Century Fox Film Corp.",2000,"Bedazzled","Harold Ramis"
"Brendan Fraser","Elizabeth Hurley",NULL,"Harold Ramis","Twentieth Century Fox Film Corp.",NULL,"Montgomery & Market Streets","Twentieth Century Fox Film Corp.",2000,"Bedazzled","Harold Ramis"
"Brendan Fraser","Elizabeth Hurley",NULL,"Harold Ramis","Twentieth Century Fox Film Corp.","The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954\, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.","City Hall","Twentieth Century Fox Film Corp.",2000,"Bedazzled","Harold Ramis"
"Robin Williams",NULL,NULL,"Chris Columbus","Buena Vista Pictures","The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954\, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.","City Hall","1492 Pictures",1999,"Bicentennial Man","Nicholas Kazan"
"Robin Williams",NULL,NULL,"Chris Columbus","Buena Vista Pictures","With 23 miles of ladders and 300\,000 rivets in each tower\, the Golden Gate Bridge was the world's longest span when it opened in 1937.","Golden Gate Bridge","1492 Pictures",1999,"Bicentennial Man","Nicholas Kazan"
"Robin Williams",NULL,NULL,"Chris Columbus","Buena Vista Pictures","An artificial island\, Treasure Island was created for the 1939 Golden Gate International Exposition\, and is named after the novel by Robert Louis Stevenson\, a one-time San Francisco resident.","Treasure Island","1492 Pictures",1999,"Bicentennial Man","Nicholas Kazan"
"Robin Williams",NULL,NULL,"Chris Columbus","Buena Vista Pictures","The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.","Postcard Row\, Alamo Square\, Hayes Valley","1492 Pictures",1999,"Bicentennial Man","Nicholas Kazan"
"Robin Williams",NULL,NULL,"Chris Columbus","Buena Vista Pictures","Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.","Grace Cathedral Episcopal Church (1100 California Street)","1492 Pictures",1999,"Bicentennial Man","Nicholas Kazan"
"Amy Adams","Krysten Ritter","Christoph Waltz","Tim Burton","Weinstein Company",NULL,"Nobles Alley","Blink & Wink Productions",2014,"Big Eyes","Scott Alexander"
"Amy Adams","Krysten Ritter","Christoph Waltz","Tim Burton","Weinstein Company",NULL,"Caffe Trieste","Blink & Wink Productions",2014,"Big Eyes","Scott Alexander"
"Amy Adams","Krysten Ritter","Christoph Waltz","Tim Burton","Weinstein Company",NULL,"Palace of Fine Arts","Blink & Wink Productions",2014,"Big Eyes","Scott Alexander"
"Amy Adams","Krysten Ritter","Christoph Waltz","Tim Burton","Weinstein Company",NULL,"1101 Filbert St. ","Blink & Wink Productions",2014,"Big Eyes","Scott Alexander"
"Amy Adams","Krysten Ritter","Christoph Waltz","Tim Burton","Weinstein Company",NULL,"Saints Peter & Paul Church","Blink & Wink Productions",2014,"Big Eyes","Scott Alexander"
"Amy Adams","Krysten Ritter","Christoph Waltz","Tim Burton","Weinstein Company",NULL,"Green St. & Grant Ave.","Blink & Wink Productions",2014,"Big Eyes","Scott Alexander"
"Amy Adams","Krysten Ritter","Christoph Waltz","Tim Burton","Weinstein Company",NULL,"Filbert St. & Leavenworth","Blink & Wink Productions",2014,"Big Eyes","Scott Alexander"
"Amy Adams","Krysten Ritter","Christoph Waltz","Tim Burton","Weinstein Company",NULL,"Pine St. & Grant","Blink & Wink Productions",2014,"Big Eyes","Scott Alexander"
"Amy Adams","Krysten Ritter","Christoph Waltz","Tim Burton","Weinstein Company",NULL,"Way Faire Inn on Leidesdorff","Blink & Wink Productions",2014,"Big Eyes","Scott Alexander"
"Amy Adams","Krysten Ritter","Christoph Waltz","Tim Burton","Weinstein Company",NULL,"Harry's Bar on Fillmore","Blink & Wink Productions",2014,"Big Eyes","Scott Alexander"
"Josh Lucas","Kate Bosworth","Stana Katic","Michael Polish",NULL,NULL,"Tosca Café (242 Columbus Avenue\, North Beach)","3311 Productions",2013,"Big Sur","Jack Kerouac & Michael Polish"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"Jones & Pacific","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"Pacific & Divisadero","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"Lombard & Hyde","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"2898 Broadway","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"Motel Capri","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"Marina Green","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"Ocean Beach at Lincoln","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"Heald College","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"Marina Blvd from Laguna to Baker","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"330 Santa Clara Ave.","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"200 Post St. ","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"2179 48th Ave","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"The Ramp Restaurant","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"303-305 S. Van Ness","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"3563 20th St.","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"Taylor & Green St.","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"Grant & Washington St.","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"2934 24th St.","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"1138 Alabama St","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"South Park","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"2915 16th St.","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"Trolley Car from Market and 11th","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"Real Guitars","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"Aub Zam Zam Bar","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"790 Ulloa ","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"SFO International Airport Terminal 3","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Cate Blanchett","Alec Baldwin","Peter Sarsgaard","Woody Allen","Sony Pictures Classics",NULL,"2178 Palou Ave.","Perdido Productions",2013,"Blue Jasmine","Woody Allen"
"Freddie Prinze\, Jr.","Alyson Hannigan",NULL,"Robert Iscove","Dimension Films",NULL,"1122 Folsom Street","Punch 21 Productions",2000,"Boys and Girls","The Drews"
"Freddie Prinze\, Jr.","Alyson Hannigan",NULL,"Robert Iscove","Dimension Films","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced)\, the couple returned to the steps of the Church for photos\, following their City Hall nuptials.","St. Peter & Paul's Church (666 Filbert Street\, Washington Square)","Punch 21 Productions",2000,"Boys and Girls","The Drews"
"Freddie Prinze\, Jr.","Alyson Hannigan",NULL,"Robert Iscove","Dimension Films","With 23 miles of ladders and 300\,000 rivets in each tower\, the Golden Gate Bridge was the world's longest span when it opened in 1937.","Golden Gate Bridge","Punch 21 Productions",2000,"Boys and Girls","The Drews"
"Freddie Prinze\, Jr.","Alyson Hannigan",NULL,"Robert Iscove","Dimension Films","Supposedly\, Mikhail S. Gorbachev has said that his favorite part of visiting America was touring Fisherman's Wharf.","Fisherman's Wharf","Punch 21 Productions",2000,"Boys and Girls","The Drews"
"Freddie Prinze\, Jr.","Alyson Hannigan",NULL,"Robert Iscove","Dimension Films","Every hour and half-hour\, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.","Ferry Building","Punch 21 Productions",2000,"Boys and Girls","The Drews"
"Freddie Prinze\, Jr.","Alyson Hannigan",NULL,"Robert Iscove","Dimension Films","The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit\, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle\, it was not designed this way.","Coit Tower","Punch 21 Productions",2000,"Boys and Girls","The Drews"
"Freddie Prinze\, Jr.","Alyson Hannigan",NULL,"Robert Iscove","Dimension Films","The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954\, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.","City Hall","Punch 21 Productions",2000,"Boys and Girls","The Drews"
"Freddie Prinze\, Jr.","Alyson Hannigan",NULL,"Robert Iscove","Dimension Films","Lombard Street is not actually the most crooked in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.","Lombard Street","Punch 21 Productions",2000,"Boys and Girls","The Drews"
"Freddie Prinze\, Jr.","Alyson Hannigan",NULL,"Robert Iscove","Dimension Films","First established in the mid-19th Century\, SF's Chinatown is the oldest and largest Chinatown in the US.","Chinatown","Punch 21 Productions",2000,"Boys and Girls","The Drews"
"Jessica Rothe","Scott Bakula","Matilda Anna Ingrid Lutz","Gabriele Muccino","7 Distribution",NULL,"Alamo Square ","Creative Monster Productions\, Inc.",2015,"Summertime","Gabriele Muccino"
"Freddie Prinze\, Jr.","Alyson Hannigan",NULL,"Robert Iscove","Dimension Films","Located at one end of Fisherman's Wharf\, Aquatic Park was built as part of FDR's Works Progress Administration Project.","Aquatic Park (Jefferson Street)","Punch 21 Productions",2000,"Boys and Girls","The Drews"
"Freddie Prinze\, Jr.","Alyson Hannigan",NULL,"Robert Iscove","Dimension Films","Alcatraz Island was a military fort before it became a prison.","Alcatraz Island","Punch 21 Productions",2000,"Boys and Girls","The Drews"
"Freddie Prinze\, Jr.","Alyson Hannigan",NULL,"Robert Iscove","Dimension Films",NULL,"628 Cole Street","Punch 21 Productions",2000,"Boys and Girls","The Drews"
NULL,NULL,NULL,"Ryan K. Whiting",NULL,NULL,"Ina Coolbrith Park (1700 Taylor Street)","RKW Films",2010,"Broken-A Modern Love Story ","Ryan K. Whiting"
NULL,NULL,NULL,"Ryan K. Whiting",NULL,NULL,"0-100 block Halleck Street","RKW Films",2010,"Broken-A Modern Love Story ","Ryan K. Whiting"
"Annie Q","Francesca Eastwood","Pierson Fode","Annie Wang",NULL,NULL,"812 22nd St. and Tennessee","Fire Horse Film Productions LLC",2015,"Cardinal X","Annie Wang"
"Annie Q","Francesca Eastwood","Pierson Fode","Annie Wang",NULL,NULL,"3639 Taraval St","Fire Horse Film Productions LLC",2015,"Cardinal X","Annie Wang"
"Annie Q","Francesca Eastwood","Pierson Fode","Annie Wang",NULL,NULL,"1458 33rd Ave.","Fire Horse Film Productions LLC",2015,"Cardinal X","Annie Wang"
"Annie Q","Francesca Eastwood","Pierson Fode","Annie Wang",NULL,NULL,"Lyon at Chestnut St.","Fire Horse Film Productions LLC",2015,"Cardinal X","Annie Wang"
